Fecha;Encuestador;Latitud;Longitud;Barrio;Partido;Fuente
2026-04-11T14:44:22.181Z;;-27.406132;-56.862433;San jose mi ;Partido Colorado;11 y santiago.csv
2026-04-11T14:39:38.883Z;;-27.406163;-56.861866;San jose mi;Partido Colorado;11 y santiago.csv
2026-04-11T14:36:43.860Z;;-27.406357;-56.862041;San José Mí;Partido Colorado;11 y santiago.csv
2026-04-13T16:31:55.537Z;Santiago;-27.411799;-56.963566;Compañia Coratei;Partido Colorado;11 y santiago.csv
2026-04-13T16:36:12.003Z;Santiago;-27.413341;-56.96319;Compañia Coratei;Partido Colorado;11 y santiago.csv
2026-04-13T16:39:40.834Z;Santiago;-27.413493;-56.963423;Compañia Coratei;Partido Colorado;11 y santiago.csv
2026-04-13T16:44:49.314Z;Santiago;-27.415453;-56.963345;Compañia Coratei;Partido Colorado;11 y santiago.csv
2026-04-16T12:40:28.240Z;Mabel;0.0;0.0;;;ENCUESTA TODO.csv
2026-04-13T11:26:54.786Z;Mabel;-27.382033;-56.845038;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T11:27:48.584Z;Miguel;-27.382515;-56.846116;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T11:39:56.294Z;Mabel;-27.382117;-56.846223;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T11:51:41.130Z;Miguel;-27.384104;-56.846003;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T11:56:06.274Z;Miguel;-27.384224;-56.846738;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T11:58:20.577Z;Miguel;-27.384531;-56.846702;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:01:59.560Z;Miguel;-27.38465;-56.845806;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:03:46.950Z;Miguel;-27.384654;-56.845736;NÃºcleo 1;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:23:31.396Z;Mabel;-27.382538;-56.845171;;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:32:04.867Z;Mabel;-27.384031;-56.848677;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:32:25.831Z;Miguel;-27.386516;-56.847158;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:34:25.633Z;Mabel;-27.384233;-56.848688;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:40:20.752Z;Mabel;-27.38441;-56.849073;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:42:04.446Z;Miguel;-27.386119;-56.847825;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:43:20.114Z;Miguel;-27.386086;-56.847862;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:43:20.130Z;Mabel;-27.384571;-56.849468;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:49:40.605Z;Mabel;-27.384351;-56.849567;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:51:43.340Z;Miguel;-27.385815;-56.847156;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:57:21.764Z;Miguel;-27.385223;-56.848654;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T12:57:49.847Z;Mabel;-27.383827;-56.849283;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:01:27.430Z;Mabel;-27.383603;-56.849265;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:03:04.893Z;Miguel;-27.38437;-56.848983;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:09:43.712Z;Mabel;-27.383557;-56.848759;NÃºcleo 2;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:18:53.369Z;Miguel;-27.38683;-56.849981;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:22:52.845Z;Miguel;-27.386954;-56.850053;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:26:40.159Z;Miguel;-27.387002;-56.849787;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:32:47.367Z;Mabel;-27.38556;-56.851596;NÃºcleo 4;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:34:00.167Z;Miguel;-27.387935;-56.848713;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:35:39.257Z;Mabel;-27.385635;-56.851615;NÃºcleo 4;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:36:00.730Z;Miguel;-27.387778;-56.848295;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:37:41.872Z;Miguel;-27.387781;-56.848316;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:38:46.185Z;Mabel;-27.385293;-56.851115;NÃºcleo 4;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:42:39.971Z;Mabel;-27.385331;-56.851044;;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:42:46.924Z;Miguel;-27.386952;-56.848734;NÃºcleo 4;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T13:46:51.148Z;Mabel;-27.384929;-56.850879;NÃºcleo 4;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:02:41.299Z;Miguel;-27.386842;-56.847362;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:07:12.761Z;Mabel;-27.385279;-56.845431;NÃºcleo 3;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:08:10.641Z;Miguel;-27.387304;-56.846659;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:11:05.635Z;Miguel;-27.387583;-56.846427;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:13:38.103Z;Miguel;-27.387619;-56.846421;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:15:34.778Z;Mabel;-27.384894;-56.844647;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:19:09.889Z;Mabel;-27.384899;-56.845103;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:21:38.987Z;Miguel;-27.38778;-56.848142;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:24:45.448Z;Miguel;-27.387798;-56.848;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:29:20.274Z;Miguel;-27.387816;-56.847594;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:29:21.970Z;Mabel;-27.385282;-56.845909;NÃºcleo 3;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:42:40.833Z;Miguel;-27.384779;-56.843023;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:44:31.924Z;Miguel;-27.384418;-56.842845;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:46:17.547Z;Mabel;-27.38543;-56.83902;;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:48:49.944Z;Mabel;-27.385525;-56.839178;;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:52:11.067Z;Miguel;-27.384038;-56.84241;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:53:26.201Z;Mabel;-27.385756;-56.839287;;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T14:56:18.901Z;Miguel;-27.384104;-56.841915;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:01:26.033Z;Mabel;-27.386382;-56.84;;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:01:41.464Z;Miguel;-27.384348;-56.841049;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:03:31.182Z;Mabel;-27.386357;-56.839989;;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:06:53.973Z;Mabel;-27.386653;-56.840248;;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:10:20.372Z;Mabel;-27.386767;-56.840136;NÃºcleo 7;;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:11:26.901Z;Miguel;-27.384928;-56.843794;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:15:00.562Z;Mabel;-27.386888;-56.839667;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:17:00.666Z;Miguel;-27.383984;-56.842393;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:18:31.841Z;Mabel;-27.386871;-56.839557;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:19:58.392Z;Miguel;-27.383995;-56.841603;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:22:03.906Z;Mabel;-27.386736;-56.839329;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:24:55.701Z;Miguel;-27.384204;-56.840798;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:25:04.147Z;Mabel;-27.386595;-56.839323;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:29:23.294Z;Mabel;-27.386796;-56.839253;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:29:31.756Z;Miguel;-27.384881;-56.840668;;PLRA;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:36:40.469Z;Miguel;-27.383852;-56.84014;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:37:26.050Z;Mabel;-27.386461;-56.838871;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:39:31.216Z;Miguel;-27.383797;-56.84021;NÃºcleo 6;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:40:24.889Z;Mabel;-27.386041;-56.838917;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:43:36.912Z;Mabel;-27.385807;-56.83859;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T15:46:56.742Z;Mabel;-27.386016;-56.838284;NÃºcleo 7;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:29:29.887Z;Miguel;-27.410938;-56.963413;;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:35:38.482Z;Miguel;-27.411379;-56.963592;CompaÃ±ia Coratei;Otros;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:37:01.298Z;Mabel;-27.427771;-56.962486;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:41:29.788Z;Miguel;-27.413856;-56.962985;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:43:28.091Z;Mabel;-27.426646;-56.962722;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:46:21.241Z;Miguel;-27.415472;-56.963286;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:46:21.930Z;Mabel;-27.425722;-56.962511;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:49:16.667Z;Santiago;-27.416318;-56.963334;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:49:29.336Z;Mabel;-27.425153;-56.962686;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:55:04.214Z;Mabel;-27.423947;-56.962367;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:55:31.343Z;Santiago;-27.418902;-56.963119;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:59:26.571Z;Mabel;-27.420695;-56.962524;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-13T16:59:46.724Z;Santiago;-27.420357;-56.963538;CompaÃ±ia Coratei;Partido Colorado;REPORTE_AYER_13_ABRIL.csv
2026-04-11T14:27:42.533Z;Milena;-27.404568;-56.86197;San JosÃ© mi ;Partido Colorado;REPORTE_LIMPIO_ABRIL.csv
2026-04-11T02:02:42.576Z;Mirna;-26.886463;-56.854542;PABLO VI;Partido Colorado;REPORTE_LIMPIO_ABRIL.csv
2026-04-11T00:11:30.375Z;admin;-26.887508;-57.022703;San Roque ;Partido Colorado;REPORTE_LIMPIO_ABRIL.csv
2026-04-16T12:12:02.923Z;Miguel;-27.357033;-56.778228;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:15:01.644Z;Miguel;-27.356465;-56.779068;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:17:02.640Z;Miguel;-27.356318;-56.778918;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:19:53.623Z;Miguel;-27.356161;-56.779147;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:21:50.159Z;Miguel;-27.356116;-56.779098;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:25:05.262Z;Miguel;-27.355667;-56.779027;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:29:46.676Z;Miguel;-27.354966;-56.779041;;;reporte_senior_2026-04-16.csv
2026-04-16T12:33:07.411Z;Miguel;-27.354795;-56.77902;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:40:26.392Z;Mabel;-27.358148;-56.780734;;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:40:26.824Z;Mabel;-27.358285;-56.780219;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:40:27.167Z;Mabel;-27.357808;-56.780109;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:40:27.912Z;Mabel;-27.35781;-56.780119;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:41:41.407Z;Miguel;-27.354878;-56.777487;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:44:21.460Z;Miguel;-27.355271;-56.777329;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:49:17.625Z;Mabel;-27.357516;-56.778571;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:49:46.290Z;Mabel;-27.357054;-56.77804;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T12:59:29.098Z;Miguel;-27.372255;-56.800488;Las Mercedes;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:05:04.564Z;Mabel;-27.371784;-56.798948;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:05:04.678Z;Mabel;-27.372127;-56.799642;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:12:07.728Z;Miguel;-27.37239;-56.800839;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:15:34.318Z;Miguel;-27.37213;-56.801367;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:20:44.905Z;Miguel;-27.372971;-56.801263;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:23:05.281Z;Mabel;-27.371777;-56.800499;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:23:05.366Z;Mabel;-27.37187;-56.800302;;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:24:26.209Z;Miguel;-27.372817;-56.802077;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:34:06.198Z;Miguel;-27.373993;-56.802768;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:37:20.423Z;Miguel;-27.373994;-56.802904;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:39:55.405Z;Miguel;-27.373998;-56.802937;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:50:49.882Z;Miguel;-27.373861;-56.800291;MarÃ­a Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:53:32.183Z;Mabel;-27.372434;-56.800437;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:53:32.284Z;Mabel;-27.372861;-56.800084;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:53:32.418Z;Mabel;-27.373111;-56.799701;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:53:32.516Z;Mabel;-27.373824;-56.799737;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:53:32.915Z;Mabel;-27.374521;-56.799659;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T13:53:33.072Z;Mabel;-27.374347;-56.799791;Maria Graciela;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:09:48.825Z;Miguel;-27.382506;-56.807575;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:11:34.901Z;Miguel;-27.382477;-56.80766;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:14:08.938Z;Miguel;-27.383016;-56.808144;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:14:55.161Z;Mabel;-27.381358;-56.806627;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:14:55.800Z;Mabel;-27.382132;-56.806119;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:15:19.629Z;Mabel;-27.382214;-56.805967;San JosÃ© Obrero;;reporte_senior_2026-04-16.csv
2026-04-16T14:17:27.420Z;Miguel;-27.382528;-56.808322;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:19:32.296Z;Miguel;-27.382507;-56.808324;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:21:22.926Z;Miguel;-27.382669;-56.809013;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:23:04.683Z;Miguel;-27.382703;-56.80934;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:26:41.525Z;Miguel;-27.382426;-56.809898;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:31:23.730Z;Miguel;-27.382501;-56.810159;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
2026-04-16T14:38:10.260Z;Miguel;-27.38298;-56.81183;San JosÃ© Obrero;Partido Colorado;reporte_senior_2026-04-16.csv
